"WO No.","Part Name","Part Drg No.","Req. Qty","Type","BOM Upload Dt","Design Eng","Approved By","Dwg Rls Dt"
"AL-1474-01","03-290-00-STOPPER PAD-INDIAN NATIONAL","AL-1474-01-03-290-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-110-00-BEARING HSG","AL-1474-01-02-110-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-060-00-COM GUIDE ROD","AL-1474-01-03-060-00","4","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","04-030-00-LVDT MTG PLT","AL-1474-01-04-030-00","1","","06-11-2021","Pavithra","Chandru","2021-11-06"
"AL-1474-01","03-260-00-STOPPER PAD-P,M-CHMP,K-SEN,UNI","AL-1474-01-03-260-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-080-00- GUIDE ROD DIA 20","AL-1474-01-02-080-00","4","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","01-020-00-TUBE STRUCTURE","AL-1474-01-01-020-00","1","","10-11-2021","Pavithra","Chandru","2021-11-10"
"AL-1474-01","03-030-00-COMMUTATOR PRESSBUTTON","AL-1474-01-03-030-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-170-00-WASHER","AL-1474-01-03-170-00","4","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-230-00- STOPPER PAD-GX-7,1618","AL-1474-01-03-230-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-050-00-TOOL HOLDER PLATE","AL-1474-01-02-050-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","02-240-00-STOPPER FOR STIFFNER-1","AL-1474-01-02-240-00","2","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-200-00- STOPPER PAD-1616","AL-1474-01-03-200-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-020-00-PULLEY HOLDER PLATE","AL-1474-01-02-020-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-360-00-STOPPER PAD-BL","AL-1474-01-03-360-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-190-00-GEAR BOX MTG BKT","AL-1474-01-02-190-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-130-00-EI HOLDING BLK","AL-1474-01-03-130-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-330-00-STOPPER PAD-S-38,S-48,S-45","AL-1474-01-03-330-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-160-00-DRIVEN PULLEY","AL-1474-01-02-160-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-100-00-TOOL HOLDER PLATE","AL-1474-01-03-100-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","02-220-00-TOP EI HOLDER","AL-1474-01-02-220-00","1","","20-10-2021","Pavithra","Chandru","2021-10-20"
"AL-1474-01","03-300-00-STOPPER PAD-VDM-165","AL-1474-01-03-300-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-120-00-BEARING BUTTING PLATE","AL-1474-01-02-120-00","2","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-070-00-COM PRESS TOOL MTG PLATE","AL-1474-01-03-070-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","04-040-00-LVDT STOPPER PLATE","AL-1474-01-04-040-00","2","","06-11-2021","Pavithra","Chandru","2021-11-06"
"AL-1474-01","03-270-00-STOPPER PAD-GX-11,BHEEMA,KO-048","AL-1474-01-03-270-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-090-00-HOLDER PLATE","AL-1474-01-02-090-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-040-00-WASHER","AL-1474-01-03-040-00","12","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","04-010-00-L BKT","AL-1474-01-04-010-00","1","","06-11-2021","Pavithra","Chandru","2021-11-06"
"AL-1474-01","03-240-00- STOPPER PAD-EC0-35,P-STEEL,ECO-048","AL-1474-01-03-240-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-060-00-PRESS BUTTON","AL-1474-01-02-060-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-010-00-BOTTOM U PLATE","AL-1474-01-03-010-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-210-00- STOPPER PAD-1606","AL-1474-01-03-210-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-030-00-ROD HOUSING BOTTOM","AL-1474-01-02-030-00","4","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","02-200-00-PULLEY LOCKING SPIGOT","AL-1474-01-02-200-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-140-00-COMP HOLDING BLK - Copy","AL-1474-01-03-140-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-180-00-STACK LOCATING PIN","AL-1474-01-03-180-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","01-010-00-CP BASE PLATE","AL-1474-01-01-010-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-340-00-STOPPER PAD-S-42","AL-1474-01-03-340-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-170-00-CYLINDER COUPLER BOTTOM","AL-1474-01-02-170-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-110-00-COM COUPLER BOTTOM","AL-1474-01-03-110-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","02-230-00-SHAFT PRESS","AL-1474-01-02-230-00","1","","20-10-2021","Pavithra","Chandru","2021-10-20"
"AL-1474-01","03-310-00-STOPPER PAD-BBC","AL-1474-01-03-310-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-130-00-INDEXER SHAFT","AL-1474-01-02-130-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-080-00-COM STOPPER PAD","AL-1474-01-03-080-00","2","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-370-00-PUSH SPRING","AL-1474-01-03-370-00","2","","06-11-2021","Pavithra","Chandru","2021-11-06"
"AL-1474-01","03-280-00-STOPPER PAD-GX-5,ECO LATEST,POPULAR","AL-1474-01-03-280-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-100-00-JACKING PLATE","AL-1474-01-02-100-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-050-00-COMMUTATOR HOLDER","AL-1474-01-03-050-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","04-020-00-LVDT COUPLER","AL-1474-01-04-020-00","2","","06-11-2021","Pavithra","Chandru","2021-11-06"
"AL-1474-01","03-250-00- STOPPER PAD-DESIRE PLUS.TBA-LATEST","AL-1474-01-03-250-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-070-00-GUIDE BUSH HOLDER","AL-1474-01-02-070-00","2","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-020-00-GUIDE ROD DIA 25","AL-1474-01-03-020-00","2","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-220-00- STOPPER PAD-DESIRE","AL-1474-01-03-220-00","2","","30-10-2021","Pavithra","Chandru","2021-10-30"
"AL-1474-01","02-040-00-TOP SUPPORT WASHER","AL-1474-01-02-040-00","2","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","02-210-00-DRIVER PULLEY","AL-1474-01-02-210-00","1","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL-1474-01","03-150-00-STOPPER SUPPORT SHAFT","AL-1474-01-03-150-00","2","","13-10-2021","Pavithra","Chandru","2021-10-13"
"AL1345.04","10-391-00-SUPPORT GUIDE PLATE LH","AL1345.04-10-391-00-SUPPORT GUIDE PLATE LH","4","","07-09-2021","Dayanand","PPRAJ","2021-09-07"
"AL1373.01","06-041-00-ROLL HOLDER SPACER","AL1373.01-06-041-00","6","","16-06-2022","Amar","PPRAJ","2022-06-16"
"AL1373.01","09-010-00-PAPER TENTIONER PLATE","AL1373.01-09-010-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-030-00-SIDE GUIDE PLT RH","AL1373.01-02-030-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","06-042-00-ROLL HOLDER SPACER","AL1373.01-06-042-00","6","","12-07-2022","Amar","PPRAJ","2022-07-12"
"AL1373.01","06-050-00-SHEET MTG PLT","AL1373.01-06-050-00","6","","12-03-2022","Amar","PPRAJ","2022-03-12"
"AL1373.01","11-70-00-V BLOCK ADJUSTABLE BLOCK","AL1373.01-11-70-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","03-080-00-INSERTING PUNCH","AL1373.01-03-080-00","8","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-120-00-COUPLER HOLDER PLATE","AL1373.01-11-120-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-018-00 DRIVER GEAR","AL1373.01-07-018-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","10-070-00-INSERTR CYL MTG PLT","AL1373.01-10-070-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-161-00-PROXIMITY SENSOR CLAMP","AL1373.01-02-161-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-010-00 RIB PLT","AL1373.01-11-010-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","03-010-00-SUPPORT BLOCK","AL1373.01-03-010-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-280-00-STD GUIDE ROD Ø8","AL1373.01-11-280-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-220-00 RH RETAINER","AL1373.01-07-220-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","01-214-00-PAPER GUIDE STRIP","AL1373.01-01-214-00","6","","16-07-2022","Amar","PPRAJ","2022-07-16"
"AL1373.01","10-079-00-INSERTER ROD CONN PLT","AL1373.01-10-079-00","4","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","01-180-00-GUIDED COMPONENT HOLDER","AL1373.01-01-180-00","3","","04-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-50-00-GUIDE BUSH MTG PLATE","AL1373.01-11-50-00","3","","09-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-130-00-BLADE","AL1373.01-02-130-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-80-00-V BLOCK GUIDE PLATE","AL1373.01-11-80-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","05-070-00- LOCKING STOPPER","AL1373.01-05-070-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-190-00 SUPRTNG BRKT 4 RLR","AL1373.01-07-190-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","01-030-00-TOP PLATE","AL1373.01-01-030-00","3","","04-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","06-010-00-ROLL HOLDER L PLT","AL1373.01-06-010-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-107-00-CYL CONN PLT","AL1373.01-02-107-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-13-00-CRADLE V-BLOCK HOLDER","AL1373.01-11-13-00","1","","08-07-2022","Amar","PPRAJ","2022-07-08"
"AL1373.01","11-42-00-TIE SPACER PLT","AL1373.01-11-42-00","12","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","05-030-00-STOPPER BUSH","AL1373.01-05-030-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-22-00-CONVER LOCKING PLT","AL1373.01-11-22-00","12","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-091-00-TENSTIONER PLATE","AL1373.01-07-091-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","01-210-00-PAPER GUIDE STRIP","AL1474.02-01-210-00","6","","04-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","06-070-00-LOCKING BUSH","AL1373.01-06-070-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-090-00-STRIPPER HOLDER PLATE","AL1373.01-02-090-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-12-00-CRADLE GUIDE ROD","AL1373.01-11-12-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","04-020-00-IND CYL MTG PLT","AL1373.01-04-020-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","09-020-00-BACK PLATE","AL1373.01-09-020-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-040-00-SIDE GUIDE PLT","AL1373.01-02-040-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-31-00-CRADLE CYL CONNECTOR","AL1373.01-11-31-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","03-110-00-CYLINDER COUPLER","AL1373.01-03-110-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-140-00-MOVING FRAME HOLDER","AL1373.01-11-140-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-021-00-FEMALE ROLLER","AL1373.01-07-021-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","10-040-00-GUIDE ROD DIA 10","AL1373.01-10-040-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-010-00-SLIDER PLT FRONT SIDE","AL1373.01-02-010-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-29-00-FIXED  BEAM-FRONT","AL1373.01-11-29-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","03-020-00-CYL CONN PLT","AL1373.01-03-020-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-150-00-VERTICAL CYL MTG BLOCK","AL1373.01-11-150-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-011-00-ROLLER MTG ASSY","AL1373.01-07-011-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","10-082-00 COUPLER HOLDER","AL1373.01-10-082-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","01-190-00-SINGLE BLOCK FEEDER PLATE","AL1373.01-01-190-00","6","","04-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-41-00-COMP HOLDER.SLDPRT (28MM)","AL1373.01-11-41-00","6","","09-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-140-00-CUTTER HOLDING PLATE","AL1373.01-02-140-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-101-00- CYLINER COUPLER","AL1373.01-11-101-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-200-00 RETAINER","AL1373.01-07-200-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","08-01-00-BASE PLATE","AL1373.01-08-01-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","01-130-00-PAWL HOLDER","AL1373.01-01-130-00","3","","04-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","06-030-00-SUPPORT ROD","AL1373.01-06-030-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-110-00-BLADE CONNECTOR PLT","AL1373.01-02-110-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-061-00-COMP HOLDER.SLDPRT","AL1373.01-11-061-00","2","","08-07-2022","Amar","PPRAJ","2022-07-08"
"AL1373.01","11-90-00-CYLINDER STOPER PLT","AL1373.01-11-90-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","05-040-00-CYLINDER HOLDING SHAFT","AL1373.01-05-040-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","01-140-R1-PAWL","AL1373.01-01-140-R1","8","","30-06-2022","Amar","PPRAJ","2022-06-30"
"AL1373.01","11-60-00-STD GUIDE ROD","AL1373.01-11-60-00","12","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-101-00-SHAFT FOR REMOVABLE ROLLER","AL1373.01-07-101-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","01-220-00-GUIDE PLATE 22 PAPER","AL1373.01-01-220-00","3","","04-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","06-080-00-PAPER ROLLER BUSH","AL1373.01-06-080-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-100-00-BLADE CONNECTING PIN","AL1373.01-02-100-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-020-00 BASE PLATE SUPPORT","AL1373.01-11-020-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","05-010-00- STOPPER HOLDING SHAFT","AL1373.01-05-010-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-01-00-FIXED  BEAM BACK","AL1373.01-11-01-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-031-00-MALE ROLLER","AL1373.01-07-031-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","09-030-00-PAPER TENTIONER TOP PLATE","AL1373.01-09-030-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-060-00-INSERTER BLADE SUPPORT PLATE","AL1373.01-02-060-00","6","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-110-00-DIA 12 GUIDE ROD","AL1373.01-11-110-00","12","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","03-120-00-GUIDE ROD","AL1373.01-03-120-00","6","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","10-061-00-INSERTER BLADE","AL1373.01-10-061-00","16","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-020-00-SUPPORT BRACKET","AL1373.01-02-020-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-030-00-NEW CONVEYOR BASE PLATE","AL1373.01-11-030-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","03-070-00-INSERTER HOLDINIG PLATE","AL1373.01-03-070-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-161-00-MAIN CYL MTG PLATE","AL1373.01-11-161-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-017-00 DRIVEN GEAR","AL1373.01-07-017-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","10-011-00-CYLINDER COUPLER","AL1373.01-10-011-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-150-00-GUIDE ROD","AL1373.01-02-150-00","6","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-04-00-WALKING BEAM-BACK SIDE PLT","AL1373.01-11-04-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-171-00 L-PATE FOR RAIL MTG","AL1373.01-02-171-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-270-00-BRACKET GUIDE PLATE","AL1474.01-11-270-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-210-00 TOP MTG BRKT","AL1373.01-07-210-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","08-02-00-BASE GUIDE","AL1373.01-08-02-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","01-140-00-PAWL","AL1373.01-01-140-00","6","","04-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-27-00-FIXED BEAM MTG HSG","AL1373.01-11-27-00","12","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-120-00-CUTTER GIDE PLTE","AL1373.01-02-120-00","6","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-130-00-MAIN COUPLER","AL1373.01-11-130-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","05-060-00-PART SENSOR MTG PLATE","AL1373.01-05-060-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-155-00 INNER SPACER","AL1373.01-07-155-00","3","","09-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-140-00-GUIDE ROD DIA 8","AL1373.01-07-140-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","01-222-00-GUIDE PLATE 22 PAPER","AL1373.01-01-222-00","3","","04-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","06-060-00-SIDE PLT FOR ROLL HOLDER","AL1373.01-06-060-00","6","","09-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-106-00-CYLINDER COUPLER","AL1373.01-02-106-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-40-00-COMP HOLDER","AL1373.01-11-40-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","05-020-00-SHAFT  MTG BLOCK","AL1373.01-05-020-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-03-00-WALKING BEAM-FRONT  SIDE PLT","AL1373.01-11-03-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","07-080-00-PAPER SUPPORTER PIN","AL1373.01-07-080-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","09-040-00-TENSIONER RELIEF PIN","AL1373.01-09-040-00","3","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","02-070-00-PAPER SUPPORT CONVEAR","AL1373.01-02-070-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","11-11-00 SENSOR MTG BRKT","AL1474.01-11-11-00","6","","07-03-2022","Amar","PPRAJ","2022-03-09"
"AL1373.01","04-010-00-IXR CYL CONNTR","AL1373.01-04-010-00","3","","05-03-2022","Amar","PPRAJ","2022-03-09"
"AL1400.01","06-10-00-PIN FOR DOWEL","AL1400.01-06-10-00","2","","11-02-2022","Nitish","PPRAJ","2022-02-11"
"AL1400.01","06-09-R1-COMP HOLDING BLK 220","AL1400.01-06-09-R1","1","","10-12-2021","Nitish","PPRAJ","2021-12-10"
"AL1400.01","08-010-00-COMPONENT HOLDING BKT","AL1400.04-08-010-00","35","","30-08-2021","Nitish","PPRAJ","2021-08-30"
"AL1400.01","02-04-R1-CYLINDER HOLDER PLATE","AL1400.01-02-04-R1","1","","19-05-2022","Amar","PPRAJ","2022-05-19"
"AL1400.01","06-08-00-PRESSING SHAFT","AL1400.01-06-08-00","1","","03-11-2021","Sunil","PPRAJ","2021-11-03"
"AL1400.01","02-11-00-L -PLATE","AL1400.01-02-11-00","2","","21-09-2021","Amar","PPRAJ","2021-09-21"
"AL1400.01","08-020-00-PART LOACATING AFTER COM PRESS","AL1400.04-08-020-00","36","","30-08-2021","Nitish","PPRAJ","2021-08-30"
"AL1400.01","06-09-00-COMP HOLDING BLK 220","AL1400.01-06-09-00","1","","01-12-2021","Nitish","PPRAJ","2021-12-01"
"AL1400.01","02-12-00-SIDE L PLATE","AL1400.01-02-12-00","2","","21-09-2021","Amar","PPRAJ","2021-09-21"
"AL1400.01","08-030-00-PART LOACATING","AL1400.04-08-030-00","30","","30-08-2021","Nitish","PPRAJ","2021-08-30"
"AL1400.01","03-13-00-STOPPER PAD-220","AL1400.01-03-13-00","2","","09-11-2021","Amar","PPRAJ","2021-11-09"
"AL1400.01","06-020-00-REJECTION CHUTE ASSY","AL1400.01-06-020-00-REJECTION CHUTE ASSY","18","","27-10-2021","Kiran","PPRAJ","2021-10-27"
"AL1400.01","02-02-R1-TOP SUPPORT WASHER","AL1400.01-02-02-R1","2","","19-05-2022","Amar","PPRAJ","2022-05-19"
"AL1400.02","21-150-00-SHAFT","AL1400.02-21-150-00","2","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","24-120-00-CYL MOVEMENT PLT","AL1400.02-24-120-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","30-160-00-COUPLER","AL1400.02-30-160-00","1","","18-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","19-219-00-SUPPORT FOR SPRING PLUNGER","AL1400.02-19-211-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","24-30-00-CYLINDER COUPLER","AL1400.02-24-30-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","28-011-00 STOPPER GUIDE BASE","AL1400.02-28-011-00","1","","18-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","19-010-00-INDEXER BASE PLATE","AL1400.02-19-010-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","21-040-00-ROLLER MOUNTING  PLATE FOR FRONT","AL1400.02-13-040-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","23-02-00-BASE GUIDE","AL1400.02-23-02-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","28-015-00 COUPLER","AL1400.02-28-015-00","1","","18-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","19-130-00-PAWL HOLDER","AL1400.02-19-130-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","31-290-R1-GUIDE ROD","AL1400.02-31-290-R1","4","","18-03-2022","Amar","PPRAJ","2022-03-18"
"AL1400.02","60-080-00-PAPER ROLLER BUSH","AL1400.02-60-080-00","1","","18-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","20-050-R1-PAPER PUNCH","AL1400.02-20-050-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","22-150-00-SHAFT","AL1400.02-22-150-00","2","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","02-190-00-CYLINDER MTG PLATE","AL1400.02-02-190-00","1","","22-04-2022","Amar","PPRAJ","2022-04-22"
"AL1400.02","27-012-00-PAPER GUIDE BLOCK","AL1400.02-27-012-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","60-050-00-SHEET MTG PLT","AL1400.02-60-050-00","2","","18-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","19-020-00-INDEXER HOUSING","AL1400.02-11-020-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
"AL1400.02","22-050-00-SHAFT FOR REMOVABLE ROLLER","AL1400.02-22-050-00","1","","17-05-2022","Amar","PPRAJ","2022-07-28"
